,Unnamed: 0,url,label,index
35,35,http://ap.org/Content/AP-In-The-News/2012/Tamara-Lush-named-APs-Tampa-correspondent,0,35
36,36,http://ap.org/Content/AP-In-The-News/2013/AP-names-Moritsugu-bureau-chief-for-Japan,0,36
37,37,http://ap.org/Content/AP-In-The-News/2013/Former-AP-Boston-sports-editor-OHara-dies,0,37
38,38,http://ap.org/Content/AP-In-The-News/2014/AP-names-Kole-news-editor-for-New-England,0,38
39,39,http://ap.org/Content/AP-In-The-News/2014/Former-AP-Latin-America-bureau-chief-dies,0,39
41,41,http://ap.org/Content/AP-In-The-News/2014/Oskar-Garcia-Named-APs-East-Sports-Editor,0,41
42,42,http://ap.org/Content/AP-In-The-News/2014/Trio-wins-story-of-the-year-Terrill-photo,0,42
43,43,http://ap.org/Content/Press-Release/2013/AP-announces-winners-of-the-2013-Gramlings,0,43
45,45,http://archiveofourown.org/tags/The%20Bonny%20Swans%20-%20Loreena%20McKennitt/works,0,45
46,46,http://askubuntu.com/questions/175945/how-to-recover-data-from-the-lostfound-folder,0,46
47,47,http://askubuntu.com/questions/204753/ripping-mp3s-in-rhythmbox-ubuntu-12-10-64-bit,0,47
49,49,http://askubuntu.com/questions/514393/how-to-run-installation-cd-for-second-monitor,0,49
50,50,http://askubuntu.com/questions/590630/write-tags-from-collection-to-files-in-amarok,0,50
51,51,http://askubuntu.com/questions/605806/why-deadbeef-cant-display-the-cover-of-m4aaac,0,51
54,54,http://avxhome.se/comics/batman_-_arkham_knight_004_2015_digital_print_version.html,0,54
56,56,http://babal.net/photos/215/%D8%B5%D9%88%D8%B1-%D9%85%D9%82%D9%88%D9%84%D8%A7%D8%AA,0,56
57,57,http://bdnews24.com/bangladesh/2015/05/12/38kg-gold-recovered-at-chittagong-airport,0,57
58,58,http://bdnews24.com/environment/2015/05/02/dead-zones-found-in-atlantic-open-waters,0,58
59,59,http://bdnews24.com/politics/2015/04/28/ajm-nasir-uddin-confident-of-chittagong-win,0,59
61,61,http://bdnews24.com/science/2015/04/14/invisible-dark-matter-mapped-at-cosmic-scale,0,61
62,62,http://bdnews24.com/sport/2015/05/12/real-staring-down-the-barrel-before-juve-clash,0,62
63,63,http://bdnews24.com/sport/2015/05/13/barca-s-msn-attacking-trio-in-unstoppable-form,0,63
64,64,http://bdnews24.com/sport/2015/05/13/messi-is-the-best-player-of-all-time-guardiola,0,64
65,65,http://bdnews24.com/world/2015/05/13/36-aftershocks-of-above-4-magnitude-rock-nepal,0,65
68,68,http://bestblackhatforum.com/Thread-Fully-Approved-Adsense-Account-s?action=newpost,0,68
70,70,http://bgr.com/2015/05/13/north-korea-defense-minister-anti-aircraft-gun-execution/,0,70
72,72,http://bigcinema.tv/series/klub-horoshih-parney-serial-2015-the-good-guys-club.html,0,72
73,73,http://bigcinema.tv/series/on-silneyshiy-uchitel-denpa-kyoushi-multserial-2015.html,0,73
76,76,http://bongda88.info/ban-hop-dong-40-trieu-bang-cua-man-city-chat-vat-tim-cho-dung/,0,76
78,78,http://bongda88.info/marchisio-chi-phai-nghi-2-den-3-tuan-juventus-co-the-tho-phao/,0,78
79,79,http://bongda88.info/nhung-tai-tieng-tinh-cam-gay-mat-hinh-tuong-cua-hot-girl-viet/,0,79
80,80,http://bongda88.info/xuat-hien-bo-anh-cuoi-chua-tung-cong-bo-cua-duy-nhan-va-ba-xa/,0,80
81,81,http://caixa.gov.br/empresa/credito-financiamento/financiamentos/producard-empresa/,0,81
83,83,http://caixa.gov.br/_layouts/15/clienttemplates.js?rev=y3xh0qyJB62CM2ZD4nL8tw%3D%3D,0,83
84,84,http://caixa.gov.br/voce/poupanca-e-investimentos/acoes-online/Paginas/default.aspx,0,84
85,85,http://caixa.gov.br/voce/poupanca-e-investimentos/?pk_campaign=cross&pk_kwd=L12I135,0,85
88,88,http://censor.net.ua/resonance/334389/pro_dyuch_shemi_vanyuschenka_ta_h_lobsta_u_vr,0,88
91,91,http://clien.net/cs2/bbs/register.php?url=%2Fcs2%2Fbbs%2Fboard.php%3Fbo_table%3Dpds,0,91
92,92,http://clien.net/cs2/bbs/register.php?url=%2Fcs2%2Fbbs%2Fboard.php%3Fbo_table%3Duse,0,92
93,93,http://codecanyon.net/item/5sec-google-authenticator-2step-login-protection/5778653,0,93
94,94,http://codecanyon.net/item/advertising-layers-wp-addon/full_screen_preview/11136460,0,94
95,95,http://codecanyon.net/item/calendarize-it-for-wordpress/full_screen_preview/2568439,0,95
96,96,http://codecanyon.net/item/instalink-responsive-instagram-widget-wordpress/11170758,0,96
99,99,http://codecanyon.net/item/pricing-table-layers-extension-wordpress-plugin/11187717,0,99
101,101,http://codecanyon.net/item/rocketeer-viral-media-content-quizzes-and-polls/11372205,0,101
102,102,http://codecanyon.net/item/royal-quotes-wordpress-layers-testimonials-grid/11111979,0,102
103,103,http://codecanyon.net/item/sitecloner-make-clones-or-copies-of-any-website/11172863,0,103
104,104,http://codecanyon.net/item/social-buzz-wordpress-plugin-social-share-graphs/8638526,0,104
106,106,http://codecanyon.net/item/weepie-custom-list-bullets-plugin-for-wordpress/11354790,0,106
107,107,http://codecanyon.net/item/wordpress-dynamic-tables-input-from-xlsmysqlcsv/11189941,0,107
108,108,http://comicbook.com/2014/12/31/top-five-biggest-comic-book-tv-show-deaths-of-2014/,0,108
109,109,http://correios.com.br/Para-governo/demais-orgaos-publicos/produtos-de-conveniencia,0,109
110,110,http://correios.com.br/Para-governo/governo-estadual/encomendas/logistica-integrada,0,110
111,111,http://correios.com.br/Para-governo/governo-federal-e-estadual/solucoes-financeiras,0,111
113,113,http://correios.com.br/Para-governo/orgaos-de-transito/encomendas/mensageria-postal,0,113
114,114,http://correios.com.br/para-sua-empresa/servicos-financeiros/vale-postal-eletronico,0,114
115,115,http://correios.com.br/sobre-correios/acesso-a-informacao/informacoes-classificadas,0,115
116,116,http://correios.com.br/sobre-correios/a-empresa/quem-somos/estrutura-organizacional,0,116
119,119,http://correios.com.br/sobre-correios/sustentabilidade/vertente-social/banco-postal,0,119
120,120,http://couchtuner.eu.com/2014/07/hot-in-cleveland-s5-e13-people-feeding-people.html,0,120
121,121,http://couchtuner.eu.com/2014/07/sullivan-and-son-s3-e3-about-a-boy-his-mother.html,0,121
123,123,http://cox.com/ibill/sign-in.cox?onsuccess=https%3A%2F%2Fcox.com%2Fibill%2Fhome.cox,0,123
127,127,http://dantri.com.vn/event-2703/may-bay-duc-cho-150-nguoi-dam-xuong-nui/trang-2.htm,0,127
130,130,http://deadspin.com/brazil-fan-yells-fuck-her-right-in-the-pussy-on-live-1597609391,0,130
131,131,http://deadspin.com/cardale-jones-says-hell-put-the-hands-on-joakim-noah-1702829170,0,131
132,132,http://deadspin.com/clippers-meltdown-like-toddlers-in-loss-to-cavaliers-1684153332,0,132
133,133,http://deadspin.com/gronk-theres-only-one-thing-you-can-deflate-deez-nut-1702720123,0,133
134,134,http://deadspin.com/joel-ward-gets-hockey-better-than-lazy-sportswriters-1704224247,0,134
135,135,http://deadspin.com/kobe-to-dwight-howard-soft-motherfucker-bitch-ass-ni-1653019017,0,135
137,137,http://deadspin.com/the-player-whose-bell-stayed-rung-1701974901/templates/closure/,0,137
139,139,http://depositphotos.com/26286109/stock-photo-table-with-empty-disposable-cups.html,0,139
144,144,http://depositphotos.com/70174467/stock-photo-creativity-team-working-together.html,0,144
146,146,http://depositphotos.com/70267475/stock-photo-creativity-team-working-together.html,0,146
147,147,http://depositphotos.com/70267583/stock-photo-creativity-team-working-together.html,0,147
149,149,http://depositphotos.com/70267863/stock-photo-creativity-team-working-together.html,0,149
150,150,http://depositphotos.com/70885589/stock-photo-creativity-team-working-together.html,0,150
157,157,http://digg.com/video/operator-the-most-terrifying-claymation-video-youve-ever-seen,0,157
158,158,http://digg.com/video/seth-meyers-dog-competes-against-a-champion-italian-greyhound,0,158
167,167,http://diply.com/diply-news/north-korea-global-sports-powerhouse-kim-jong-un/108198,0,167
168,168,http://diply.com/i-love/creatures-that-look-like-they-dont-belong-on-earth/107545/2,0,168
169,169,http://diply.com/ilovemydog/puppies-are-little-troublemakers-in-a-cute-cloak/119633,0,169
170,170,http://diply.com/omg-facts/16-parents-who-are-pros-when-it-comes-embarrassing/38717,0,170
173,173,http://distractify.com/jake-heppner/weekend-why-you-should-bring-your-pets-to-work/,0,173
176,176,http://eenadu.net/Specialpages/ruchulu/Ruchuluinner.aspx?qry=cakes_bakery13042015-1,0,176
177,177,http://eenadu.net/Specialpages/ruchulu/Ruchuluinner.aspx?qry=cakes_bakery13042015-2,0,177
179,179,http://eenadu.net/Specialpages/ruchulu/Ruchuluinner.aspx?qry=cakes_bakery13042015-4,0,179
180,180,http://eenadu.net/Specialpages/ruchulu/Ruchuluinner.aspx?qry=tiffins_snacks020315-3,0,180
181,181,http://elevenia.co.id/product/SellerProductDetail/getSellerProductDetailPostList.do,0,181
182,182,http://elitedaily.com/entertainment/film/wes-anderson-designed-cafe-photos/1030089/,0,182
184,184,http://elitedaily.com/envision/hamsters-serving-sushi-drinks-amazing-photos/839935/,0,184
185,185,http://elitedaily.com/envision/natural-water-slide-better-water-park-video/1025317/,0,185
188,188,http://elitedaily.com/life/culture/things-dont-feel-guilty-about-in-college/997001/,0,188
196,196,http://elitedaily.com/news/world/millennials-fewer-sexual-partners-parents/1025223/,0,196
199,199,http://elitedaily.com/sports/tom-brady-nfl-quarterback-deflating-footballs/1033494/,0,199
200,200,http://elitedaily.com/wp-content/themes/strangelove/js/strangelove.min.js?ver=9.7.1,0,200
205,205,http://emgn.com/entertainment/20-hysterical-reminders-of-why-being-forgetful-sucks/,0,205
208,208,http://emgn.com/entertainment/23-photos-that-will-make-you-fall-in-love-with-foxes/,0,208
209,209,http://emgn.com/entertainment/24-adorable-animals-that-are-in-need-of-your-cuddles/,0,209
210,210,http://emgn.com/entertainment/25-reasons-why-dogs-are-considered-mans-best-friend1/,0,210
211,211,http://emgn.com/entertainment/amazing-illusions-created-using-a-mirror-14-pictures/,0,211
212,212,http://emgn.com/entertainment/bee-stings-have-left-all-these-dogs-utterly-adorable/,0,212
214,214,http://emgn.com/gaming/codemasters-announce-grid-autosport-and-give-a-release-date/,0,214
216,216,http://emgn.com/gaming/space-noir-makes-waves-with-some-stunning-new-screenshots/2/,0,216
217,217,http://emgn.com/movies/40-photos-from-the-making-of-the-star-wars-saga-1977-2005/2/,0,217
218,218,http://emgn.com/movies/five-films-to-watch-if-you-enjoyed-the-theory-of-everything/,0,218
219,219,http://emgn.com/s/these-28-kitties-will-make-you-want-to-sleep-with-one-eye-open-2/,0,219
221,221,http://emgn.com/tv/this-angelic-cover-of-all-of-me-by-madison-tevlin-will-move-you/,0,221
222,222,http://emgn.com/tv/watch-16-animals-who-are-genuinely-terrifying-without-their-fur/,0,222
225,225,http://esporte.uol.com.br/belas-da-torcida/2015/corinthians/perfil/thalita-do-vale/,0,225
227,227,http://europa.eu/wel/eu_portal/2014/scripts/components/jquery.institution_slider.js,0,227
230,230,http://extratorrent.cc/torrent/4188731/25+Amazing+Flowers+HD+Wallpapers+Set+35.html,0,230
232,232,http://extratorrent.cc/torrent/4189062/Creativemarket+Cornish+%2B+Extra+261266.html,0,232
233,233,http://extratorrent.cc/torrent/4189073/Creativemarket+Medina+Brush+Font+264030.html,0,233
239,239,http://extratorrent.cc/torrent/4189872/Chaisinglight+-+Fairy+portrait+workshop.html,0,239
241,241,http://extratorrent.cc/torrent/4190307/25+Amazing+Animals+HD+Wallpapers+Set+40.html,0,241
243,243,http://extratorrent.cc/torrent/4190631/Graphicriver+Bearhand+Typeface+11380513.html,0,243
245,245,http://extratorrent.cc/torrent/4191134/MofosWorldWide.Victoria.Sweet.Cute.Teen.html,0,245
247,247,http://extratorrent.cc/torrent_download/4189675/Elle+UK+%E2%80%93+June+2015.torrent,0,247
248,248,http://extratorrent.cc/torrent_download/4190597/Mobo+Video+Player+Pro+1.0.7.torrent,0,248
251,251,http://filehippo.com/download_drivereasy/download/9ed15b1636a5494dede910331f8552ba/,0,251
252,252,http://filehippo.com/es/download_firefox/download/25997873f1e6a37e948720c210a9e007/,0,252
253,253,http://fishki.net/1526766-kapello-zajavil-o-bezumii-prezidenta-rfs.html?mode=recent,0,253
254,254,http://flirchi.com/touch?t=How+to+block+a+user+%28add+to+your+%22blacklist%22%29%3F,0,254
255,255,http://fortune.com/2014/04/29/lowes-goes-big-on-home-improvement-startup-porch-com/,0,255
256,256,http://fortune.com/2014/05/16/with-alibaba-stake-softbank-readies-for-u-s-invasion/,0,256
257,257,http://fortune.com/2014/07/11/lyft-slapped-with-restraining-order-in-new-york-city/,0,257
259,259,http://gawker.com/5725664/murdered-bush-official-tried-to-burn-neighbors-house-down,0,259
260,260,http://gawker.com/college-student-mistakenly-texts-nude-photo-to-her-dad-1602323695,0,260
263,263,http://gawker.com/man-claims-oil-pimps-tried-to-trade-teenage-prostitute-1704222820,0,263
264,264,http://gawker.com/one-of-the-toronto-soccer-bros-chewed-out-on-camera-by-1704032229,0,264
265,265,http://gawker.com/poll-45-percent-of-voters-worried-obamas-army-is-about-1703995384,0,265
266,266,http://gawker.com/report-hammer-wielding-man-shot-by-nypd-in-midtown-man-1704180956,0,266
267,267,http://gawker.com/report-philadelphia-amtrak-train-topped-100-mph-just-b-1704243813,0,267
273,273,http://gizmodo.com/csi-cyber-and-the-sick-killshot-ratio-of-death-1703906435/layer/,0,273
274,274,http://gizmodo.com/how-heartbleed-works-the-code-behind-the-internets-se-1561341209,0,274
275,275,http://gizmodo.com/the-best-look-yet-at-samsungs-round-galaxy-smartwatch-1704016936,0,275
278,278,http://grantland.com/features/washington-nationals-2015-nl-east-world-series-hopes/,0,278
280,280,http://grantland.com/the-triangle/a-knicks-bucks-explainer-for-our-english-friends/,0,280
284,284,http://graphicriver.net/category/graphics/product-mock-ups/packaging/food-and-drink,0,284
285,285,http://graphicriver.net/category/presentation-templates/keynote-templates/linkid.js,0,285
286,286,http://graphicriver.net/category/web-elements/social-media/facebook-timeline-covers,0,286
288,288,http://graphicriver.net/item/12-light-leak-polygonal-background-textures-3/11441440,0,288
289,289,http://graphicriver.net/item/beach-madness-flyer-template/8024140?ref=saltshaker911,0,289
290,290,http://graphicriver.net/item/health-fitness-instagram-templates-10-designs/11418858,0,290
291,291,http://graphicriver.net/item/the-killer-combo-presentation-template-bundle/10347133,0,291
292,292,http://haberler.com/7-parti-ayni-masada-bir-araya-geldi-ortak-karar-7305872-haberi/,0,292
293,293,http://haberler.com/davutoglu-santajcilarin-karsisinda-olmaya-variz-7303381-haberi/,0,293
295,295,http://haberler.com/gaziantep-te-karsit-goruslu-ogrenciler-arasinda-7302901-haberi/,0,295
296,296,http://haberler.com/harf-tan-gokcek-sorusuna-yanit-seviyeler-farkli-7299675-haberi/,0,296
299,299,http://hdfcbank.com/htdocs/common/MobileBanking/chillr-app/index.htm?src=tab-banner,0,299
303,303,http://hdfcbank.com/personal/article/know-your-finances-article/hto2kzho/1323950698,0,303
304,304,http://hdfcbank.com/personal/article/know-your-finances-article/hto2kzho/1323951143,0,304
306,306,http://hdfcbank.com/personal/Article/know-your-finances-article/hto2kzho/1323952107,0,306
309,309,http://hdfcbank.com/sme/accounts-and-deposits/current-accounts/ezee-current-account,0,309
311,311,http://hdfcbank.com/sme/ways-to-bank/bank-with-your-phone/instaalerts-sms-and-email,0,311
313,313,http://hollywoodlife.com/2014/06/03/lupita-nyongo-cfda-awards-outfit-jumpsuit-suno/,0,313
315,315,http://hollywoodlife.com/2015/04/01/iggy-azalea-boob-job-10-year-old-boy-interview/,0,315
316,316,http://hollywoodlife.com/2015/05/12/julianne-hough-red-lips-dwts-semifinals-makeup/,0,316
318,318,http://hubpages.com/hub/Help-Relieve-Low-Back-Pain-With-a-Few-Easy-Muscle-Stretches,0,318
319,319,http://hubpages.com/hub/How-to-create-a-Gantt-chart-using-Excel-2007-and-Excel-2010,0,319
321,321,http://hubpages.com/hub/How-to-recycle-magazines-tuorial-for-a-rolled-magazine-bowl,0,321
322,322,http://hubpages.com/hub/How-to-Use-a-Toulmin-Argument-Model-for-Reading-and-Writing,0,322
323,323,http://hubpages.com/hub/The-Protest-Movement-The-10-Best-Protest-Songs-of-the-2000s,0,323
326,326,http://hubpages.com/topics/autos/automotive-aftermarket-parts-and-modifications/171,0,326
327,327,http://hubpages.com/topics/autos/hybrids-electric-and-alternate-energy-vehicles/340,0,327
328,328,http://icicibank.com/online-services/forex/student-proposition/career-guidance.page,0,328
329,329,http://icicibank.com/Personal-Banking/account-deposit/recurring-deposits/index.page,0,329
330,330,http://icicibank.com/Personal-Banking/account-deposit/savings-account/overview.page,0,330
331,331,http://icicibank.com/Personal-Banking/account-deposit/young-stars/landing-page.page,0,331
332,332,http://icicibank.com/Personal-Banking/loans/home-loan/home-loan-emi-calculator.page,0,332
333,333,http://icicibank.com/Personal-Banking/loans/home-loan/home-loan-interest-rates.page,0,333
334,334,http://icicibank.com/Personal-Banking/onlineservice/online-services/imps/index.page,0,334
335,335,http://iconosquare.com/contest/ypg/15-favs-for-a-chance-to-win-5000-towards-tuition,0,335
337,337,http://indianexpress.com/article/cities/pune/student-hangs-self-at-pune-university/,0,337
339,339,http://indianexpress.com/article/opinion/columns/chinese-takeaway-modi-in-mongolia/,0,339
341,341,http://indianexpress.com/article/opinion/columns/empower-dont-patronise-the-farmer/,0,341
344,344,http://ink361.com/app/users/ig-3697973/tschang/photos/ig-984239426352609733_3697973,0,344
345,345,http://ink361.com/app/users/ig-4919098/geerhee/photos/ig-984230358117519250_4919098,0,345
346,346,http://io9.com/every-masters-of-the-universe-action-figure-ranked-1703132270/layer/,0,346
347,347,http://io9.com/now-marvel-wants-you-to-subscribe-to-clothing-too-1694138199/module/,0,347
349,349,http://irecommend.ru/content/videoregistrator-aliexpress-dvr-6000k-blackbox-full-hd,0,349
351,351,http://jalopnik.com/5945761/a-driverless-car-will-be-the-first-real-robot-youll-own,0,351
353,353,http://jezebel.com/5869878/mia-farrow-takes-a-little-time-off-from-twitter-to-weep/,0,353
355,355,http://jezebel.com/rihannas-diamond-ball-the-host-wore-marsala-and-other-1670430899,0,355
356,356,http://jezebel.com/suck-dick-fight-or-quit-doing-gay-shit-the-texas-pris-1703951478,0,356
357,357,http://jezebel.com/surprise-surprise-north-west-is-obsessed-with-selfies-1700829592,0,357
359,359,http://kakaku.com/article/keitai/carrier/gakuwari/?lid=kt_kkc_whatsnew_gakuwari2015,0,359
360,360,http://kakaku.com/camera/binoculars/ranking_1091/pricedown/div-gpt-ad-k/header_text,0,360
361,361,http://kakaku.com/camera/camera-bag/ranking_1056/pricedown/div-gpt-ad-k/header_text,0,361
366,366,http://kakaku.com/coupon/tokyo/gourmet/036/id=20150513-1/div-gpt-ad-k/coupon_728x90,0,366
367,367,http://kakaku.com/coupon/tokyo/gourmet/039/id=20150510-2/div-gpt-ad-k/coupon_728x90,0,367
368,368,http://kakaku.com/fitness/pedometer/ranking_6579/pricedown/div-gpt-ad-k/header_text,0,368
369,369,http://kakaku.com/fitness/treadmill/ranking_7734/pricedown/div-gpt-ad-k/header_text,0,369
372,372,http://kakaku.com/kaden/av-selector/ranking_2072/pricedown/div-gpt-ad-k/header_text,0,372
373,373,http://kakaku.com/kaden/cloth-dryer/ranking_2111/pricedown/div-gpt-ad-k/header_text,0,373
376,376,http://kakaku.com/kaden/mini-system/ranking_2070/pricedown/div-gpt-ad-k/header_text,0,376
377,377,http://kakaku.com/kaden/planetarium/ranking_2085/pricedown/div-gpt-ad-k/header_text,0,377
379,379,http://kakaku.com/kaden/rice-cooker/ranking_2125/pricedown/div-gpt-ad-k/header_text,0,379
380,380,http://kakaku.com/kaden/stand-light/ranking_7747/pricedown/div-gpt-ad-k/header_text,0,380
381,381,http://kakaku.com/kaden/toilet-seat/ranking_2200/pricedown/div-gpt-ad-k/header_text,0,381
385,385,http://kakaku.com/pc/antivirus-soft/ranking_0350/pricedown/div-gpt-ad-k/header_text,0,385
387,387,http://kakaku.com/pc/fan-controller/ranking_0582/pricedown/div-gpt-ad-k/header_text,0,387
388,388,http://kakaku.com/pc/ic-card-reader/ranking_0528/pricedown/div-gpt-ad-k/header_text,0,388
393,393,http://kakaku.com/pc/printer-option/ranking_0061/pricedown/div-gpt-ad-k/header_text,0,393
394,394,http://kakaku.com/pc/removable-case/ranking_0529/pricedown/div-gpt-ad-k/header_text,0,394
395,395,http://kakaku.com/pc/scan-converter/ranking_0089/pricedown/div-gpt-ad-k/header_text,0,395
396,396,http://katproxy.com/bikini-body-guide-help-nutrition-by-kayla-itsines-t9346483.html,0,396
398,398,http://katproxy.com/fast-and-furious-7-2015-1080p-hdrip-x264-ac3-jyk-t10626365.html,0,398
399,399,http://katproxy.com/game-of-thrones-s05e05-720p-hdtv-x264-0sec-rarbg-t10629873.html,0,399
400,400,http://katproxy.com/horriblesubs-assassination-classroom-09-720p-mkv-t10345549.html,0,400
401,401,http://katproxy.com/horriblesubs-assassination-classroom-12-720p-mkv-t10485024.html,0,401
405,405,http://katproxy.com/search/limp%20bizkit%20stampede%20of%20the%20disco%20elephants/,0,405
407,407,http://kenh14.vn/musik/uyen-linh-thi-dau-voi-hoc-tro-cac-diva-20150103121627921.chn,0,407
408,408,http://kenh14.vn/video/guong-mat-than-quen-ngoc-lien-dong-gia-manh-quynh-110096.chn,0,408
409,409,http://khabaronline.ir/(X(1)S(0vpjhjtd02z3pdvgdfyukshr))/detail/416425/ict/hardware,0,409
410,410,http://khabaronline.ir/(X(1)S(ejqjokzltt2kxp0k21vhmql2))/detail/415193/ict/hardware,0,410
411,411,http://khabaronline.ir/(X(1)S(ejqjokzltt2kxp0k21vhmql2))/detail/415907/ict/hardware,0,411
413,413,http://khabaronline.ir/(X(1)S(ejqjokzltt2kxp0k21vhmql2))/detail/416429/ict/hardware,0,413
414,414,http://khabaronline.ir/(X(1)S(gtj1kt1m13f2ftc5q0sovjsy))/detail/415193/ict/hardware,0,414
415,415,http://khabaronline.ir/(X(1)S(gum2j0d0sm4ejnpo4x4dnrjw))/detail/416429/ict/hardware,0,415
416,416,http://khabaronline.ir/(X(1)S(zv0jvfqnirzv02vdv33nlcia))/detail/329167/World/europe,0,416
420,420,http://kickass.to/fast-and-furious-7-2015-hd-ts-xvid-ac3-hq-hive-cm8-t10472303.html,0,420
423,423,http://kickass.to/horriblesubs-shinmai-maou-no-testament-04-720p-mkv-t10139206.html,0,423
424,424,http://kickass.to/horriblesubs-shinmai-maou-no-testament-06-720p-mkv-t10208504.html,0,424
425,425,http://kickass.to/major-lazer-dj-snake-feat-m%C3%98-lean-on-320-kbps-t10291511.html,0,425
426,426,http://kickass.to/vlc-media-player-2-1-final-32-64-bit-scenedl-pimprg-t7927146.html,0,426
427,427,http://kienthuc.net.vn/cuoi/tu-the-kho-do-cua-nhung-tay-may-dien-vi-anh-483306.html,0,427
428,428,http://kienthuc.net.vn/diem-thi/diem-chuan-dai-hoc-duoc-ha-noi-nam-2014-482409.html,0,428
429,429,http://kienthuc.net.vn/diem-thi/diem-chuan-dai-hoc-luat-ha-noi-nam-2014-482424.html,0,429
430,430,http://kienthuc.net.vn/diem-thi/diem-chuan-dai-hoc-mo-dia-chat-nam-2014-482415.html,0,430
431,431,http://kienthuc.net.vn/diem-thi/diem-chuan-hoc-vien-ngoai-giao-nam-2014-482417.html,0,431
432,432,http://kienthuc.net.vn/tin-tuc/ty-le-choi-dai-hoc-ha-noi-nam-2014-la-14-488685.html,0,432
433,433,http://kizi.com/videos/blank-space-taylor-swift-cover-by-ali-brustofski-with-lyrics,0,433
434,434,http://kotaku.com/dragon-quest-viii-an-excellent-jrpg-that-was-first-rel-1704095893,0,434
435,435,http://kotaku.com/eight-months-later-destiny-players-are-still-hunting-f-1704169849,0,435
438,438,http://kotaku.com/previously-the-ceo-of-japanese-game-company-imageepoch-1704135995,0,438
439,439,http://kotaku.com/the-mattress-reimagined-casper-delivers-comfort-to-you-1679710745,0,439
440,440,http://kotaku.com/the-witcher-3-wild-hunt-the-kotaku-review-1703766283/+charliejane,0,440
443,443,http://lifehacker.com/how-can-i-spot-a-horrible-roommate-before-i-move-in-732317810,0,443
444,444,http://lifehacker.com/how-to-get-started-diying-anything-with-littlebits-1617311793,0,444
447,447,http://mangafox.me/manga/mahouka_koukou_no_rettousei_kyuukousen_hen/v02/c007/1.html,0,447
448,448,http://mashable.com/category/advertising/2015/04/28/twitter-doubleclick-partnership,0,448
449,449,http://mashable.com/category/advertising/2015/05/04/excel-entrepreneurship-bizchats,0,449
450,450,http://mashable.com/category/amtrak/2015/05/12/amtrak-train-derails-in-philadelphia,0,450
451,451,http://mashable.com/category/entertainment/2015/05/12/guitar-hero-live-first-tracks,0,451
453,453,http://mashable.com/category/entertainment/2015/05/13/jem-and-the-holograms-trailer,0,453
454,454,http://mashable.com/category/marketing/2015/04/17/marketing-strategies-relevant-ads,0,454
455,455,http://mashable.com/category/small-business/2015/03/25/equity-crowdfunding-sec-vote,0,455
456,456,http://mashable.com/category/startups/2015/05/04/thankskindly-military-appreciation,0,456
